p min 40422 98256
a 13105 40422 5.0000000
a 1 13106 5.0000000
a 13106 13107 -2.9999982
a 13107 40422 5.0000000
a 1 13108 5.0000000
a 13108 13109 -2.9999982
a 13109 40422 5.0000000
a 1 13110 5.0000000
a 13110 13111 -2.9999982
a 13111 40422 5.0000000
a 1 13112 5.0000000
a 13112 13113 -2.9999982
a 13113 40422 5.0000000
a 1 13114 5.0000000
a 13114 13115 -2.9999982
a 13115 40422 5.0000000
a 1 13116 5.0000000
a 13116 13117 -2.9999982
a 13117 40422 5.0000000
a 1 13118 5.0000000
a 13118 13119 -2.9999982
a 13119 40422 5.0000000
a 1 13120 5.0000000
a 13120 13121 -2.9999982
a 13121 40422 5.0000000
a 1 13122 5.0000000
a 13122 13123 -2.9999982
a 13123 40422 5.0000000
a 1 13124 5.0000000
a 13124 13125 -2.9999982
a 13125 40422 5.0000000
a 1 13126 5.0000000
a 13126 13127 -2.9999982
a 13127 40422 5.0000000
a 1 13128 5.0000000
a 13128 13129 -2.9999982
a 13129 40422 5.0000000
a 1 13130 5.0000000
a 13130 13131 -2.9999982
a 13131 40422 5.0000000
a 1 13132 5.0000000
a 13132 13133 -2.9999982
a 13133 40422 5.0000000
a 1 13134 5.0000000
a 13134 13135 -2.9999982
a 13135 40422 5.0000000
a 1 13136 5.0000000
a 13136 13137 -2.9999982
a 13137 40422 5.0000000
a 1 13138 5.0000000
a 13138 13139 -2.9999982
a 13139 40422 5.0000000
a 1 13140 5.0000000
a 13140 13141 -2.9999982
a 13141 40422 5.0000000
a 1 13142 5.0000000
a 13142 13143 -2.9999982
a 13143 40422 5.0000000
a 1 13144 5.0000000
a 13144 13145 -2.9999982
a 13145 40422 5.0000000
a 1 13146 5.0000000
a 13146 13147 -2.9999982
a 13147 40422 5.0000000
a 1 13148 5.0000000
a 13148 13149 -2.9999981
a 13149 40422 5.0000000
a 1 13150 5.0000000
a 13150 13151 -2.9999981
a 13151 40422 5.0000000
a 1 13152 5.0000000
a 13152 13153 -2.9999981
a 13153 40422 5.0000000
a 1 13154 5.0000000
a 13154 13155 -2.9999981
a 13155 40422 5.0000000
a 1 13156 5.0000000
a 13156 13157 -2.9999981
a 13157 40422 5.0000000
a 1 13158 5.0000000
a 13158 13159 -2.9999980
a 13159 40422 5.0000000
a 1 13160 5.0000000
a 13160 13161 -2.9999979
a 13161 40422 5.0000000
a 1 13162 5.0000000
a 13162 13163 -2.9999975
a 13163 40422 5.0000000
a 1 13164 5.0000000
a 13164 13165 -2.9999965
a 13165 40422 5.0000000
a 1 13166 5.0000000
a 13166 13167 -2.9999887
a 13167 40422 5.0000000
a 1 13168 5.0000000
a 13168 13169 -2.9999760
a 13169 40422 5.0000000
a 1 13170 5.0000000
a 13170 13171 -2.9999532
a 13171 40422 5.0000000
a 1 13172 5.0000000
a 13172 13173 -2.9970745
a 13173 40422 5.0000000
a 1 13174 5.0000000
a 13174 13175 -2.9907697
a 13175 40422 5.0000000
a 1 13176 5.0000000
a 13176 13177 -1.7293912
a 13177 40422 5.0000000
a 1 13178 5.0000000
a 13178 13179 -1.1949438
a 13179 40422 5.0000000
a 1 13180 5.0000000
a 13180 13181 -2.9999982
a 13181 40422 5.0000000
a 1 13182 5.0000000
a 13182 13183 -2.9999982
a 13183 40422 5.0000000
a 1 13184 5.0000000
a 13184 13185 -2.9999982
a 13185 40422 5.0000000
a 1 13186 5.0000000
a 13186 13187 -2.9999982
a 13187 40422 5.0000000
a 1 13188 5.0000000
a 13188 13189 -2.9999982
a 13189 40422 5.0000000
a 1 13190 5.0000000
a 13190 13191 -2.9999982
a 13191 40422 5.0000000
a 1 13192 5.0000000
a 13192 13193 -2.9999982
a 13193 40422 5.0000000
a 1 13194 5.0000000
a 13194 13195 -2.9999982
a 13195 40422 5.0000000
a 1 13196 5.0000000
a 13196 13197 -2.9999982
a 13197 40422 5.0000000
a 1 13198 5.0000000
a 13198 13199 -2.9999982
a 13199 40422 5.0000000
a 1 13200 5.0000000
a 13200 13201 -2.9999982
a 13201 40422 5.0000000
a 1 13202 5.0000000
a 13202 13203 -2.9999982
a 13203 40422 5.0000000
a 1 13204 5.0000000
a 13204 13205 -2.9999982
a 13205 40422 5.0000000
a 1 13206 5.0000000
a 13206 13207 -2.9999982
a 13207 40422 5.0000000
a 1 13208 5.0000000
a 13208 13209 -2.9999982
a 13209 40422 5.0000000
a 1 13210 5.0000000
a 13210 13211 -2.9999982
a 13211 40422 5.0000000
a 1 13212 5.0000000
a 13212 13213 -2.9999982
a 13213 40422 5.0000000
a 1 13214 5.0000000
a 13214 13215 -2.9999982
a 13215 40422 5.0000000
a 1 13216 5.0000000
a 13216 13217 -2.9999982
a 13217 40422 5.0000000
a 1 13218 5.0000000
a 13218 13219 -2.9999982
a 13219 40422 5.0000000
a 1 13220 5.0000000
a 13220 13221 -2.9999982
a 13221 40422 5.0000000
a 1 13222 5.0000000
a 13222 13223 -2.9999982
a 13223 40422 5.0000000
a 1 13224 5.0000000
a 13224 13225 -2.9999982
a 13225 40422 5.0000000
a 1 13226 5.0000000
a 13226 13227 -2.9999982
a 13227 40422 5.0000000
a 1 13228 5.0000000
a 13228 13229 -2.9999981
a 13229 40422 5.0000000
a 1 13230 5.0000000
a 13230 13231 -2.9999981
a 13231 40422 5.0000000
a 1 13232 5.0000000
a 13232 13233 -2.9999981
a 13233 40422 5.0000000
a 1 13234 5.0000000
a 13234 13235 -2.9999981
a 13235 40422 5.0000000
a 1 13236 5.0000000
a 13236 13237 -2.9999981
a 13237 40422 5.0000000
a 1 13238 5.0000000
a 13238 13239 -2.9999981
a 13239 40422 5.0000000
a 1 13240 5.0000000
a 13240 13241 -2.9999975
a 13241 40422 5.0000000
a 1 13242 5.0000000
a 13242 13243 -2.9999972
a 13243 40422 5.0000000
a 1 13244 5.0000000
a 13244 13245 -2.9999971
a 13245 40422 5.0000000
a 1 13246 5.0000000
a 13246 13247 -2.9999969
a 13247 40422 5.0000000
a 1 13248 5.0000000
a 13248 13249 -2.9999966
a 13249 40422 5.0000000
a 1 13250 5.0000000
a 13250 13251 -2.9999966
a 13251 40422 5.0000000
a 1 13252 5.0000000
a 13252 13253 -2.9998492
a 13253 40422 5.0000000
a 1 13254 5.0000000
a 13254 13255 -2.9993714
a 13255 40422 5.0000000
a 1 13256 5.0000000
a 13256 13257 -2.9991383
a 13257 40422 5.0000000
a 1 13258 5.0000000
a 13258 13259 -2.9987271
a 13259 40422 5.0000000
a 1 13260 5.0000000
a 13260 13261 -2.9957314
a 13261 40422 5.0000000
a 1 13262 5.0000000
a 13262 13263 -2.9495992
a 13263 40422 5.0000000
a 1 13264 5.0000000
a 13264 13265 -2.9999982
a 13265 40422 5.0000000
a 1 13266 5.0000000
a 13266 13267 -2.9999982
a 13267 40422 5.0000000
a 1 13268 5.0000000
a 13268 13269 -2.9999982
a 13269 40422 5.0000000
a 1 13270 5.0000000
a 13270 13271 -2.9999982
a 13271 40422 5.0000000
a 1 13272 5.0000000
a 13272 13273 -2.9999982
a 13273 40422 5.0000000
a 1 13274 5.0000000
a 13274 13275 -2.9999982
a 13275 40422 5.0000000
a 1 13276 5.0000000
a 13276 13277 -2.9999982
a 13277 40422 5.0000000
a 1 13278 5.0000000
a 13278 13279 -2.9999982
a 13279 40422 5.0000000
a 1 13280 5.0000000
a 13280 13281 -2.9999982
a 13281 40422 5.0000000
a 1 13282 5.0000000
a 13282 13283 -2.9999982
a 13283 40422 5.0000000
a 1 13284 5.0000000
a 13284 13285 -2.9999982
a 13285 40422 5.0000000
a 1 13286 5.0000000
a 13286 13287 -2.9999982
a 13287 40422 5.0000000
a 1 13288 5.0000000
a 13288 13289 -2.9999982
a 13289 40422 5.0000000
a 1 13290 5.0000000
a 13290 13291 -2.9999982
a 13291 40422 5.0000000
a 1 13292 5.0000000
a 13292 13293 -2.9999982
a 13293 40422 5.0000000
a 1 13294 5.0000000
a 13294 13295 -2.9999982
a 13295 40422 5.0000000
a 1 13296 5.0000000
a 13296 13297 -2.9999982
a 13297 40422 5.0000000
a 1 13298 5.0000000
a 13298 13299 -2.9999982
a 13299 40422 5.0000000
a 1 13300 5.0000000
a 13300 13301 -2.9999982
a 13301 40422 5.0000000
a 1 13302 5.0000000
a 13302 13303 -2.9999982
a 13303 40422 5.0000000
a 1 13304 5.0000000
a 13304 13305 -2.9999982
a 13305 40422 5.0000000
a 1 13306 5.0000000
a 13306 13307 -2.9999982
a 13307 40422 5.0000000
a 1 13308 5.0000000
a 13308 13309 -2.9999982
a 13309 40422 5.0000000
a 1 13310 5.0000000
a 13310 13311 -2.9999982
a 13311 40422 5.0000000
a 1 13312 5.0000000
a 13312 13313 -2.9999982
a 13313 40422 5.0000000
a 1 13314 5.0000000
a 13314 13315 -2.9999982
a 13315 40422 5.0000000
a 1 13316 5.0000000
a 13316 13317 -2.9999982
a 13317 40422 5.0000000
a 1 13318 5.0000000
a 13318 13319 -2.9999981
a 13319 40422 5.0000000
a 1 13320 5.0000000
a 13320 13321 -2.9999981
a 13321 40422 5.0000000
a 1 13322 5.0000000
a 13322 13323 -2.9999981
a 13323 40422 5.0000000
a 1 13324 5.0000000
a 13324 13325 -2.9999980
a 13325 40422 5.0000000
a 1 13326 5.0000000
a 13326 13327 -2.9999980
a 13327 40422 5.0000000
a 1 13328 5.0000000
a 13328 13329 -2.9999977
a 13329 40422 5.0000000
a 1 13330 5.0000000
a 13330 13331 -2.9999977
a 13331 40422 5.0000000
a 1 13332 5.0000000
a 13332 13333 -2.9999965
a 13333 40422 5.0000000
a 1 13334 5.0000000
a 13334 13335 -2.9997908
a 13335 40422 5.0000000
a 1 13336 5.0000000
a 13336 13337 -2.9996233
a 13337 40422 5.0000000
a 1 13338 5.0000000
a 13338 13339 -2.9313128
a 13339 40422 5.0000000
a 1 13340 5.0000000
a 13340 13341 -2.7093289
a 13341 40422 5.0000000
a 1 13342 5.0000000
a 13342 13343 -2.9999982
a 13343 40422 5.0000000
a 1 13344 5.0000000
a 13344 13345 -2.9999982
a 13345 40422 5.0000000
a 1 13346 5.0000000
a 13346 13347 -2.9999982
a 13347 40422 5.0000000
a 1 13348 5.0000000
a 13348 13349 -2.9999982
a 13349 40422 5.0000000
a 1 13350 5.0000000
a 13350 13351 -2.9999982
a 13351 40422 5.0000000
a 1 13352 5.0000000
a 13352 13353 -2.9999982
a 13353 40422 5.0000000
a 1 13354 5.0000000
a 13354 13355 -2.9999982
a 13355 40422 5.0000000
a 1 13356 5.0000000
a 13356 13357 -2.9999982
a 13357 40422 5.0000000
a 1 13358 5.0000000
a 13358 13359 -2.9999982
a 13359 40422 5.0000000
a 1 13360 5.0000000
a 13360 13361 -2.9999982
a 13361 40422 5.0000000
a 1 13362 5.0000000
a 13362 13363 -2.9999982
a 13363 40422 5.0000000
a 1 13364 5.0000000
a 13364 13365 -2.9999982
a 13365 40422 5.0000000
a 1 13366 5.0000000
a 13366 13367 -2.9999982
a 13367 40422 5.0000000
a 1 13368 5.0000000
a 13368 13369 -2.9999982
a 13369 40422 5.0000000
a 1 13370 5.0000000
a 13370 13371 -2.9999982
a 13371 40422 5.0000000
a 1 13372 5.0000000
a 13372 13373 -2.9999982
a 13373 40422 5.0000000
a 1 13374 5.0000000
a 13374 13375 -2.9999982
a 13375 40422 5.0000000
a 1 13376 5.0000000
a 13376 13377 -2.9999982
a 13377 40422 5.0000000
a 1 13378 5.0000000
a 13378 13379 -2.9999982
a 13379 40422 5.0000000
a 1 13380 5.0000000
a 13380 13381 -2.9999982
a 13381 40422 5.0000000
a 1 13382 5.0000000
a 13382 13383 -2.9999982
a 13383 40422 5.0000000
a 1 13384 5.0000000
a 13384 13385 -2.9999982
a 13385 40422 5.0000000
a 1 13386 5.0000000
a 13386 13387 -2.9999982
a 13387 40422 5.0000000
a 1 13388 5.0000000
a 13388 13389 -2.9999982
a 13389 40422 5.0000000
a 1 13390 5.0000000
a 13390 13391 -2.9999982
a 13391 40422 5.0000000
a 1 13392 5.0000000
a 13392 13393 -2.9999982
a 13393 40422 5.0000000
a 1 13394 5.0000000
a 13394 13395 -2.9999982
a 13395 40422 5.0000000
a 1 13396 5.0000000
a 13396 13397 -2.9999981
a 13397 40422 5.0000000
a 1 13398 5.0000000
a 13398 13399 -2.9999981
a 13399 40422 5.0000000
a 1 13400 5.0000000
a 13400 13401 -2.9999980
a 13401 40422 5.0000000
a 1 13402 5.0000000
a 13402 13403 -2.9999978
a 13403 40422 5.0000000
a 1 13404 5.0000000
a 13404 13405 -2.9999977
a 13405 40422 5.0000000
a 1 13406 5.0000000
a 13406 13407 -2.9999971
a 13407 40422 5.0000000
a 1 13408 5.0000000
a 13408 13409 -2.9999967
a 13409 40422 5.0000000
a 1 13410 5.0000000
a 13410 13411 -2.9999966
a 13411 40422 5.0000000
a 1 13412 5.0000000
a 13412 13413 -2.9999954
a 13413 40422 5.0000000
a 1 13414 5.0000000
a 13414 13415 -2.9999213
a 13415 40422 5.0000000
a 1 13416 5.0000000
a 13416 13417 -2.9978741
a 13417 40422 5.0000000
a 1 13418 5.0000000
a 13418 13419 -2.9937207
a 13419 40422 5.0000000
a 1 13420 5.0000000
a 13420 13421 -2.6728365
a 13421 40422 5.0000000
a 1 13422 5.0000000
a 13422 13423 -1.7877172
a 13423 40422 5.0000000
a 1 13424 5.0000000
a 13424 13425 -1.7819204
a 13425 40422 5.0000000
a 1 13426 5.0000000
a 13426 13427 -2.9999982
a 13427 40422 5.0000000
a 1 13428 5.0000000
a 13428 13429 -2.9999982
a 13429 40422 5.0000000
a 1 13430 5.0000000
a 13430 13431 -2.9999982
a 13431 40422 5.0000000
a 1 13432 5.0000000
a 13432 13433 -2.9999982
a 13433 40422 5.0000000
a 1 13434 5.0000000
a 13434 13435 -2.9999982
a 13435 40422 5.0000000
a 1 13436 5.0000000
a 13436 13437 -2.9999982
a 13437 40422 5.0000000
a 1 13438 5.0000000
a 13438 13439 -2.9999982
a 13439 40422 5.0000000
a 1 13440 5.0000000
a 13440 13441 -2.9999982
a 13441 40422 5.0000000
a 1 13442 5.0000000
a 13442 13443 -2.9999982
a 13443 40422 5.0000000
a 1 13444 5.0000000
a 13444 13445 -2.9999982
a 13445 40422 5.0000000
a 1 13446 5.0000000
a 13446 13447 -2.9999982
a 13447 40422 5.0000000
a 1 13448 5.0000000
a 13448 13449 -2.9999982
a 13449 40422 5.0000000
a 1 13450 5.0000000
a 13450 13451 -2.9999982
a 13451 40422 5.0000000
a 1 13452 5.0000000
a 13452 13453 -2.9999982
a 13453 40422 5.0000000
a 1 13454 5.0000000
a 13454 13455 -2.9999982
a 13455 40422 5.0000000
a 1 13456 5.0000000
a 13456 13457 -2.9999982
a 13457 40422 5.0000000
a 1 13458 5.0000000
a 13458 13459 -2.9999982
a 13459 40422 5.0000000
a 1 13460 5.0000000
a 13460 13461 -2.9999982
a 13461 40422 5.0000000
a 1 13462 5.0000000
a 13462 13463 -2.9999982
a 13463 40422 5.0000000
a 1 13464 5.0000000
a 13464 13465 -2.9999982
a 13465 40422 5.0000000
a 1 13466 5.0000000
a 13466 13467 -2.9999982
a 13467 40422 5.0000000
a 1 13468 5.0000000
a 13468 13469 -2.9999982
a 13469 40422 5.0000000
a 1 13470 5.0000000
a 13470 13471 -2.9999982
a 13471 40422 5.0000000
a 1 13472 5.0000000
a 13472 13473 -2.9999982
a 13473 40422 5.0000000
a 1 13474 5.0000000
a 13474 13475 -2.9999982
a 13475 40422 5.0000000
a 1 13476 5.0000000
a 13476 13477 -2.9999982
a 13477 40422 5.0000000
a 1 13478 5.0000000
a 13478 13479 -2.9999982
a 13479 40422 5.0000000
a 1 13480 5.0000000
a 13480 13481 -2.9999981
a 13481 40422 5.0000000
a 1 13482 5.0000000
a 13482 13483 -2.9999981
a 13483 40422 5.0000000
a 1 13484 5.0000000
a 13484 13485 -2.9999981
a 13485 40422 5.0000000
a 1 13486 5.0000000
a 13486 13487 -2.9999979
a 13487 40422 5.0000000
a 1 13488 5.0000000
a 13488 13489 -2.9999978
a 13489 40422 5.0000000
a 1 13490 5.0000000
a 13490 13491 -2.9999973
a 13491 40422 5.0000000
a 1 13492 5.0000000
a 13492 13493 -2.9999972
a 13493 40422 5.0000000
a 1 13494 5.0000000
a 13494 13495 -2.9999966
a 13495 40422 5.0000000
a 1 13496 5.0000000
a 13496 13497 -2.9975414
a 13497 40422 5.0000000
a 1 13498 5.0000000
a 13498 13499 -1.5781239
a 13499 40422 5.0000000
a 1 13500 5.0000000
a 13500 13501 -2.9999982
a 13501 40422 5.0000000
a 1 13502 5.0000000
a 13502 13503 -2.9999982
a 13503 40422 5.0000000
a 1 13504 5.0000000
a 13504 13505 -2.9999982
a 13505 40422 5.0000000
a 1 13506 5.0000000
a 13506 13507 -2.9999982
a 13507 40422 5.0000000
a 1 13508 5.0000000
a 13508 13509 -2.9999982
a 13509 40422 5.0000000
a 1 13510 5.0000000
a 13510 13511 -2.9999982
a 13511 40422 5.0000000
a 1 13512 5.0000000
a 13512 13513 -2.9999982
a 13513 40422 5.0000000
a 1 13514 5.0000000
a 13514 13515 -2.9999982
a 13515 40422 5.0000000
a 1 13516 5.0000000
a 13516 13517 -2.9999982
a 13517 40422 5.0000000
a 1 13518 5.0000000
a 13518 13519 -2.9999982
a 13519 40422 5.0000000
a 1 13520 5.0000000
a 13520 13521 -2.9999982
a 13521 40422 5.0000000
a 1 13522 5.0000000
a 13522 13523 -2.9999982
a 13523 40422 5.0000000
a 1 13524 5.0000000
a 13524 13525 -2.9999982
a 13525 40422 5.0000000
a 1 13526 5.0000000
a 13526 13527 -2.9999982
a 13527 40422 5.0000000
a 1 13528 5.0000000
a 13528 13529 -2.9999982
a 13529 40422 5.0000000
a 1 13530 5.0000000
a 13530 13531 -2.9999982
a 13531 40422 5.0000000
a 1 13532 5.0000000
a 13532 13533 -2.9999982
a 13533 40422 5.0000000
a 1 13534 5.0000000
a 13534 13535 -2.9999982
a 13535 40422 5.0000000
a 1 13536 5.0000000
a 13536 13537 -2.9999982
a 13537 40422 5.0000000
a 1 13538 5.0000000
a 13538 13539 -2.9999982
a 13539 40422 5.0000000
a 1 13540 5.0000000
a 13540 13541 -2.9999982
a 13541 40422 5.0000000
a 1 13542 5.0000000
a 13542 13543 -2.9999982
a 13543 40422 5.0000000
a 1 13544 5.0000000
a 13544 13545 -2.9999982
a 13545 40422 5.0000000
a 1 13546 5.0000000
a 13546 13547 -2.9999982
a 13547 40422 5.0000000
a 1 13548 5.0000000
a 13548 13549 -2.9999982
a 13549 40422 5.0000000
a 1 13550 5.0000000
a 13550 13551 -2.9999982
a 13551 40422 5.0000000
a 1 13552 5.0000000
a 13552 13553 -2.9999982
a 13553 40422 5.0000000
a 1 13554 5.0000000
a 13554 13555 -2.9999981
a 13555 40422 5.0000000
a 1 13556 5.0000000
a 13556 13557 -2.9999981
a 13557 40422 5.0000000
a 1 13558 5.0000000
a 13558 13559 -2.9999981
a 13559 40422 5.0000000
a 1 13560 5.0000000
a 13560 13561 -2.9999981
a 13561 40422 5.0000000
a 1 13562 5.0000000
a 13562 13563 -2.9999980
a 13563 40422 5.0000000
a 1 13564 5.0000000
a 13564 13565 -2.9999975
a 13565 40422 5.0000000
a 1 13566 5.0000000
a 13566 13567 -2.9999973
a 13567 40422 5.0000000
a 1 13568 5.0000000
a 13568 13569 -2.9999967
a 13569 40422 5.0000000
a 1 13570 5.0000000
a 13570 13571 -2.9999937
a 13571 40422 5.0000000
a 1 13572 5.0000000
a 13572 13573 -2.9970340
a 13573 40422 5.0000000
a 1 13574 5.0000000
a 13574 13575 -2.9939764
a 13575 40422 5.0000000
a 1 13576 5.0000000
a 13576 13577 -2.2303256
a 13577 40422 5.0000000
a 1 13578 5.0000000
a 13578 13579 -2.9999982
a 13579 40422 5.0000000
a 1 13580 5.0000000
a 13580 13581 -2.9999982
a 13581 40422 5.0000000
a 1 13582 5.0000000
a 13582 13583 -2.9999982
a 13583 40422 5.0000000
a 1 13584 5.0000000
a 13584 13585 -2.9999982
a 13585 40422 5.0000000
a 1 13586 5.0000000
a 13586 13587 -2.9999982
a 13587 40422 5.0000000
a 1 13588 5.0000000
a 13588 13589 -2.9999982
a 13589 40422 5.0000000
a 1 13590 5.0000000
a 13590 13591 -2.9999982
a 13591 40422 5.0000000
a 1 13592 5.0000000
a 13592 13593 -2.9999982
a 13593 40422 5.0000000
a 1 13594 5.0000000
a 13594 13595 -2.9999982
a 13595 40422 5.0000000
a 1 13596 5.0000000
a 13596 13597 -2.9999982
a 13597 40422 5.0000000
a 1 13598 5.0000000
a 13598 13599 -2.9999982
a 13599 40422 5.0000000
a 1 13600 5.0000000
a 13600 13601 -2.9999982
a 13601 40422 5.0000000
a 1 13602 5.0000000
a 13602 13603 -2.9999982
a 13603 40422 5.0000000
a 1 13604 5.0000000
a 13604 13605 -2.9999982
a 13605 40422 5.0000000
a 1 13606 5.0000000
a 13606 13607 -2.9999982
a 13607 40422 5.0000000
a 1 13608 5.0000000
a 13608 13609 -2.9999982
a 13609 40422 5.0000000
a 1 13610 5.0000000
a 13610 13611 -2.9999982
a 13611 40422 5.0000000
a 1 13612 5.0000000
a 13612 13613 -2.9999982
a 13613 40422 5.0000000
a 1 13614 5.0000000
a 13614 13615 -2.9999982
a 13615 40422 5.0000000
a 1 13616 5.0000000
a 13616 13617 -2.9999982
a 13617 40422 5.0000000
a 1 13618 5.0000000
a 13618 13619 -2.9999982
a 13619 40422 5.0000000
a 1 13620 5.0000000
a 13620 13621 -2.9999982
a 13621 40422 5.0000000
a 1 13622 5.0000000
a 13622 13623 -2.9999982
a 13623 40422 5.0000000
a 1 13624 5.0000000
a 13624 13625 -2.9999982
a 13625 40422 5.0000000
a 1 13626 5.0000000
a 13626 13627 -2.9999982
a 13627 40422 5.0000000
a 1 13628 5.0000000
a 13628 13629 -2.9999982
a 13629 40422 5.0000000
a 1 13630 5.0000000
a 13630 13631 -2.9999982
a 13631 40422 5.0000000
a 1 13632 5.0000000
a 13632 13633 -2.9999981
a 13633 40422 5.0000000
a 1 13634 5.0000000
a 13634 13635 -2.9999981
a 13635 40422 5.0000000
a 1 13636 5.0000000
a 13636 13637 -2.9999981
a 13637 40422 5.0000000
a 1 13638 5.0000000
a 13638 13639 -2.9999979
a 13639 40422 5.0000000
a 1 13640 5.0000000
a 13640 13641 -2.9999976
a 13641 40422 5.0000000
a 1 13642 5.0000000
a 13642 13643 -2.9999965
a 13643 40422 5.0000000
a 1 13644 5.0000000
a 13644 13645 -2.9999955
a 13645 40422 5.0000000
a 1 13646 5.0000000
a 13646 13647 -2.9999933
a 13647 40422 5.0000000
a 1 13648 5.0000000
a 13648 13649 -2.9998856
a 13649 40422 5.0000000
a 1 13650 5.0000000
a 13650 13651 -2.6117986
a 13651 40422 5.0000000
a 1 13652 5.0000000
a 13652 13653 -1.3661495
a 13653 40422 5.0000000
a 1 13654 5.0000000
a 13654 13655 -2.9999982
a 13655 40422 5.0000000
a 1 13656 5.0000000
a 13656 13657 -2.9999982
a 13657 40422 5.0000000
a 1 13658 5.0000000
a 13658 13659 -2.9999982
a 13659 40422 5.0000000
a 1 13660 5.0000000
a 13660 13661 -2.9999982
a 13661 40422 5.0000000
a 1 13662 5.0000000
a 13662 13663 -2.9999982
a 13663 40422 5.0000000
a 1 13664 5.0000000
a 13664 13665 -2.9999982
a 13665 40422 5.0000000
a 1 13666 5.0000000
a 13666 13667 -2.9999982
a 13667 40422 5.0000000
a 1 13668 5.0000000
a 13668 13669 -2.9999982
a 13669 40422 5.0000000
a 1 13670 5.0000000
a 13670 13671 -2.9999982
a 13671 40422 5.0000000
a 1 13672 5.0000000
a 13672 13673 -2.9999982
a 13673 40422 5.0000000
a 1 13674 5.0000000
a 13674 13675 -2.9999982
a 13675 40422 5.0000000
a 1 13676 5.0000000
a 13676 13677 -2.9999982
a 13677 40422 5.0000000
a 1 13678 5.0000000
a 13678 13679 -2.9999982
a 13679 40422 5.0000000
a 1 13680 5.0000000
a 13680 13681 -2.9999982
a 13681 40422 5.0000000
a 1 13682 5.0000000
a 13682 13683 -2.9999982
a 13683 40422 5.0000000
a 1 13684 5.0000000
a 13684 13685 -2.9999982
a 13685 40422 5.0000000
a 1 13686 5.0000000
a 13686 13687 -2.9999982
a 13687 40422 5.0000000
a 1 13688 5.0000000
a 13688 13689 -2.9999982
a 13689 40422 5.0000000
a 1 13690 5.0000000
a 13690 13691 -2.9999982
a 13691 40422 5.0000000
a 1 13692 5.0000000
a 13692 13693 -2.9999982
a 13693 40422 5.0000000
a 1 13694 5.0000000
a 13694 13695 -2.9999982
a 13695 40422 5.0000000
a 1 13696 5.0000000
a 13696 13697 -2.9999982
a 13697 40422 5.0000000
a 1 13698 5.0000000
a 13698 13699 -2.9999982
a 13699 40422 5.0000000
a 1 13700 5.0000000
a 13700 13701 -2.9999982
a 13701 40422 5.0000000
a 1 13702 5.0000000
a 13702 13703 -2.9999982
a 13703 40422 5.0000000
a 1 13704 5.0000000
a 13704 13705 -2.9999981
a 13705 40422 5.0000000
a 1 13706 5.0000000
a 13706 13707 -2.9999981
a 13707 40422 5.0000000
a 1 13708 5.0000000
a 13708 13709 -2.9999981
a 13709 40422 5.0000000
a 1 13710 5.0000000
a 13710 13711 -2.9999981
a 13711 40422 5.0000000
a 1 13712 5.0000000
a 13712 13713 -2.9999981
a 13713 40422 5.0000000
a 1 13714 5.0000000
a 13714 13715 -2.9999980
a 13715 40422 5.0000000
a 1 13716 5.0000000
a 13716 13717 -2.9999980
a 13717 40422 5.0000000
a 1 13718 5.0000000
a 13718 13719 -2.9999980
a 13719 40422 5.0000000
a 1 13720 5.0000000
a 13720 13721 -2.9999979
a 13721 40422 5.0000000
a 1 13722 5.0000000
a 13722 13723 -2.9999952
a 13723 40422 5.0000000
a 1 13724 5.0000000
a 13724 13725 -2.9999918
a 13725 40422 5.0000000
a 1 13726 5.0000000
a 13726 13727 -2.9999861
a 13727 40422 5.0000000
a 1 13728 5.0000000
a 13728 13729 -2.9999712
a 13729 40422 5.0000000
a 1 13730 5.0000000
a 13730 13731 -2.9999425
a 13731 40422 5.0000000
a 1 13732 5.0000000
a 13732 13733 -2.5647819
a 13733 40422 5.0000000
a 1 13734 5.0000000
a 13734 13735 -2.9999982
a 13735 40422 5.0000000
a 1 13736 5.0000000
a 13736 13737 -2.9999982
a 13737 40422 5.0000000
a 1 13738 5.0000000
a 13738 13739 -2.9999982
a 13739 40422 5.0000000
a 1 13740 5.0000000
a 13740 13741 -2.9999982
a 13741 40422 5.0000000
a 1 13742 5.0000000
a 13742 13743 -2.9999982
a 13743 40422 5.0000000
